ID,Time,Is_CH,Who CH,Dist_To_CH,ADV_S,ADV_R,JOIN_S,JOIN_R,SCH_S,SCH_R,Rank,DATA_S,DATA_R,Data_Sent_To_BS,dist_CH_To_BS,send_code,Expaned Energy
118092.320079204,903.7059392162868,1.822653210294188,118090.80210687598,0.0,5.945236128946201,5.769902249182048,0,92.79599593327968,1.4053360156382404,1.6170877353033704,0.0884689429221338,0,1288.9145046742865,9.728687496667687,101.39710652223148,0,2.961473709414587
103003.0,153.0,1.0,103003.0,0.0,1.0,4.0,0,22.0,1.0,0.0,0.0,0,1166.0,29.0,85.19787,0,2.06959
103043.0,153.0,1.0,103043.0,0.0,1.0,4.0,0,47.0,1.0,0.0,0.0,0,1269.0,14.0,145.08942,0,1.88023
105005.0,253.0,1.0,105005.0,0.0,1.0,9.0,0,47.0,1.0,0.0,0.0,0,1170.0,7.0,137.59248,0,0.92063
106079.0,303.0,1.0,106079.0,0.0,1.0,3.0,0,75.0,1.0,0.0,0.0,0,1350.0,7.0,108.34705,0,1.64035
107033.0,353.0,1.0,107033.0,0.0,1.0,3.0,0,71.0,1.0,0.0,0.0,0,1349.0,9.0,162.5505,0,2.03296
110024.0,503.0,1.0,110024.0,0.0,1.0,9.0,0,35.0,1.0,0.0,0.0,0,1200.0,15.0,113.27654,0,2.0577
110044.0,503.0,1.0,110044.0,0.0,1.0,9.0,0,20.0,1.0,0.0,0.0,0,1087.0,23.0,121.40806,0,1.92349
112029.0,603.0,1.0,112029.0,0.0,1.0,5.0,0,31.0,1.0,0.0,0.0,0,1239.0,21.0,150.31682,0,2.29263
116073.0,803.0,1.0,116073.0,0.0,1.0,5.0,0,44.0,1.0,0.0,0.0,0,1276.0,13.0,96.57363,0,1.36872
117001.0,853.0,1.0,117001.0,0.0,1.0,7.0,0,50.0,1.0,0.0,0.0,0,1289.0,10.0,139.37881,0,1.58424
101001.0,53.0,1.0,101001.0,0.0,1.0,0.0,0,19.0,1.0,0.0,0.0,0,1140.0,30.0,139.37881,0,2.17952
101003.0,53.0,1.0,101003.0,0.0,1.0,0.0,0,10.0,1.0,0.0,0.0,0,960.0,54.0,85.19787,0,2.06725
101044.0,53.0,1.0,101044.0,0.0,1.0,0.0,0,4.0,1.0,0.0,0.0,0,640.0,78.0,121.40806,0,1.90686
101073.0,53.0,1.0,101073.0,0.0,1.0,0.0,0,7.0,1.0,0.0,0.0,0,840.0,57.0,96.57363,0,2.23057
101079.0,53.0,1.0,101079.0,0.0,1.0,0.0,0,18.0,1.0,0.0,0.0,0,1116.0,37.0,108.34705,0,2.32058
102001.0,103.0,1.0,102001.0,0.0,1.0,0.0,0,7.0,1.0,0.0,0.0,0,840.0,61.0,139.37881,0,2.51368
102029.0,103.0,1.0,102029.0,0.0,1.0,7.0,0,5.0,1.0,0.0,0.0,0,720.0,71.0,150.31682,0,2.12603
102033.0,103.0,1.0,102033.0,0.0,1.0,7.0,0,17.0,1.0,0.0,0.0,0,1105.0,32.0,162.5505,0,2.37051
103005.0,153.0,1.0,103005.0,0.0,1.0,1.0,0,62.0,1.0,0.0,0.0,0,1302.0,8.0,137.59248,0,0.95913
103024.0,153.0,1.0,103024.0,0.0,1.0,1.0,0,36.0,1.0,0.0,0.0,0,1260.0,18.0,113.27654,0,2.2657
104001.0,203.0,1.0,104001.0,0.0,1.0,4.0,0,23.0,1.0,0.0,0.0,0,1173.0,26.0,139.37881,0,2.11983
104024.0,203.0,1.0,104024.0,0.0,1.0,4.0,0,22.0,1.0,0.0,0.0,0,1166.0,25.0,113.27654,0,2.46982
