ID,Time,Is_CH,Who CH,Dist_To_CH,ADV_S,ADV_R,JOIN_S,JOIN_R,SCH_S,SCH_R,Rank,DATA_S,DATA_R,Data_Sent_To_BS,dist_CH_To_BS,send_code,Expaned Energy
101096.95049567832,51.072325942335794,1.4845709146252335,101096.4994517427,0.8344951860233445,5.483434547820499,3.585156621120334,1.3073190374446366,90.5282029493806,2.637299526326327,0,0.3303936870647644,0.0044286401197014,1353.8065620746038,12.798688614324218,118.13280678895516,0.757549941167146,1.8575223163693124
102001.0,103.0,1.0,102001.0,0.0,6.0,14.0,0.0,51.0,1.0,0,0.0,0.0,150.0,0.0,0.0,0.0,0.00743
102034.0,103.0,1.0,102034.0,0.0,4.0,16.0,0.0,8.0,1.0,0,0.0,0.0,888.0,111.0,165.46205,0.0,2.35811
102069.0,103.0,1.0,102069.0,0.0,8.0,12.0,0.0,31.0,1.0,0,0.0,0.0,1240.0,40.0,93.93772,0.0,2.20716
103009.0,153.0,1.0,103009.0,0.0,6.0,16.0,0.0,20.0,1.0,0,0.0,0.0,1140.0,57.0,159.31297,0.0,4.19113
103073.0,153.0,1.0,103073.0,0.0,4.0,18.0,0.0,18.0,1.0,0,0.0,0.0,310.0,0.0,0.0,0.0,1.50971
103088.0,153.0,1.0,103088.0,0.0,6.0,16.0,0.0,11.0,1.0,0,0.0,0.0,990.0,90.0,88.47785,0.0,3.5653
103096.0,153.0,1.0,103096.0,0.0,4.0,18.0,0.0,40.0,1.0,0,0.0,0.0,1248.0,32.0,121.69498,0.0,3.86013
104073.0,203.0,1.0,104073.0,0.0,3.0,9.0,0.0,44.0,1.0,0,0.0,0.0,1276.0,29.0,136.03878,0.0,4.59168
104096.0,203.0,1.0,104096.0,0.0,9.0,3.0,0.0,54.0,1.0,0,0.0,0.0,1296.0,24.0,121.69498,0.0,2.56189
105001.0,253.0,1.0,105001.0,0.0,3.0,20.0,0.0,23.0,1.0,0,0.0,0.0,1173.0,51.0,136.25745,0.0,2.39665
105034.0,253.0,1.0,105034.0,0.0,5.0,18.0,0.0,8.0,1.0,0,0.0,0.0,888.0,111.0,165.46205,0.0,2.63562
105063.0,253.0,1.0,105063.0,0.0,3.0,20.0,0.0,47.0,1.0,0,0.0,0.0,1269.0,27.0,123.96292,0.0,2.29854
105088.0,253.0,1.0,105088.0,0.0,3.0,20.0,0.0,11.0,1.0,0,0.0,0.0,990.0,90.0,88.47785,0.0,2.24858
105096.0,253.0,1.0,105096.0,0.0,9.0,14.0,0.0,6.0,1.0,0,0.0,0.0,786.0,131.0,121.69498,0.0,2.80543
106088.0,303.0,1.0,106088.0,0.0,5.0,3.0,0.0,82.0,1.0,0,0.0,0.0,1312.0,16.0,88.47785,0.0,2.25904
107001.0,353.0,1.0,107001.0,0.0,3.0,24.0,0.0,19.0,1.0,0,0.0,0.0,1140.0,60.0,136.25745,0.0,2.49979
107009.0,353.0,1.0,107009.0,0.0,8.0,19.0,0.0,16.0,1.0,0,0.0,0.0,1088.0,68.0,159.31297,0.0,2.61408
107034.0,353.0,1.0,107034.0,0.0,7.0,20.0,0.0,7.0,1.0,0,0.0,0.0,840.0,120.0,165.46205,0.0,2.78661
107054.0,353.0,1.0,107054.0,0.0,9.0,27.0,0.0,0.0,0.0,1,0.0,0.0,714.0,13.0,142.10787,0.0,1.94007
107063.0,353.0,1.0,107063.0,0.0,7.0,21.0,0.0,28.0,1.0,0,0.0,0.0,1204.0,43.0,123.96292,0.0,2.38986
107069.0,353.0,1.0,107069.0,0.0,3.0,24.0,0.0,24.0,1.0,0,0.0,0.0,1176.0,49.0,93.93772,0.0,2.33079
108009.0,403.0,1.0,108009.0,0.0,3.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,159.31297,0.0,0.99861
108034.0,403.0,1.0,108034.0,0.0,5.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,165.46205,0.0,0.95351
108054.0,403.0,1.0,108054.0,0.0,9.0,18.0,0.0,1.0,1.0,0,0.0,0.0,240.0,240.0,142.10787,0.0,2.2371
108073.0,403.0,1.0,108073.0,0.0,9.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,1.25776
108096.0,403.0,1.0,108096.0,0.0,9.0,18.0,0.0,2.0,1.0,0,0.0,0.0,411.0,206.0,121.69498,0.0,1.80064
109054.0,453.0,1.0,109054.0,0.0,4.0,0.0,0.0,9.0,1.0,0,0.0,0.0,720.0,144.0,142.10787,0.0,1.72815
110001.0,503.0,1.0,110001.0,0.0,4.0,15.0,0.0,24.0,1.0,0,0.0,0.0,1170.0,49.0,136.25745,0.0,3.83243
110016.0,503.0,1.0,110016.0,0.0,7.0,12.0,0.0,42.0,1.0,0,0.0,0.0,1260.0,30.0,124.47343,0.0,3.47108
110054.0,503.0,1.0,110054.0,0.0,8.0,11.0,0.0,15.0,1.0,0,0.0,0.0,1062.0,72.0,142.10787,0.0,2.57789
111016.0,553.0,1.0,111016.0,0.0,4.0,8.0,0.0,30.0,1.0,0,0.0,0.0,1205.0,41.0,124.47343,0.0,2.63837
111063.0,553.0,1.0,111063.0,0.0,3.0,9.0,0.0,11.0,1.0,0,0.0,0.0,931.0,90.0,123.96292,0.0,2.5772
111096.0,553.0,1.0,111096.0,0.0,3.0,9.0,0.0,35.0,1.0,0,0.0,0.0,1260.0,36.0,121.69498,0.0,2.42057
112009.0,603.0,1.0,112009.0,0.0,8.0,19.0,0.0,11.0,1.0,0,0.0,0.0,923.0,90.0,159.31297,0.0,2.67955
112016.0,603.0,1.0,112016.0,0.0,4.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,124.47343,0.0,1.95789
112054.0,603.0,1.0,112054.0,0.0,7.0,20.0,0.0,18.0,1.0,0,0.0,0.0,1115.0,62.0,142.10787,0.0,2.43861
112063.0,603.0,1.0,112063.0,0.0,8.0,19.0,0.0,33.0,1.0,0,0.0,0.0,1210.0,38.0,123.96292,0.0,2.36544
112096.0,603.0,1.0,112096.0,0.0,5.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,121.69498,0.0,2.04368
113009.0,653.0,1.0,113009.0,0.0,3.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,159.31297,0.0,1.42114
113034.0,653.0,1.0,113034.0,0.0,8.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,165.46205,0.0,1.01023
113054.0,653.0,1.0,113054.0,0.0,5.0,27.0,0.0,0.0,0.0,1,0.0,0.0,554.0,13.0,142.10787,0.0,1.5765
113063.0,653.0,1.0,113063.0,0.0,3.0,24.0,0.0,2.0,1.0,0,0.0,0.0,343.0,137.0,123.96292,0.0,1.7292
113069.0,653.0,1.0,113069.0,0.0,4.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,93.93772,0.0,0.98556
113073.0,653.0,1.0,113073.0,0.0,8.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,1.56727
113088.0,653.0,1.0,113088.0,0.0,5.0,22.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,88.47785,0.0,1.06209
113096.0,653.0,1.0,113096.0,0.0,4.0,27.0,0.0,7.0,1.0,0,0.0,0.0,797.0,120.0,121.69498,0.0,2.35806
201001.0,703.0,1.0,201001.0,0.0,9.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.25745,0.0,1.09269
201009.0,703.0,1.0,201009.0,0.0,7.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,159.31297,0.0,1.02131
201016.0,703.0,1.0,201016.0,0.0,8.0,19.0,0.0,1.0,1.0,0,0.0,0.0,238.0,238.0,124.47343,0.0,1.57531
201034.0,703.0,1.0,201034.0,0.0,6.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,165.46205,0.0,0.96555
201054.0,703.0,1.0,201054.0,0.0,5.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,142.10787,0.0,1.03419
201069.0,703.0,1.0,201069.0,0.0,9.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,93.93772,0.0,0.91803
201073.0,703.0,1.0,201073.0,0.0,9.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,1.33973
201096.0,703.0,1.0,201096.0,0.0,5.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,121.69498,0.0,1.11688
202001.0,753.0,1.0,202001.0,0.0,5.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.25745,0.0,0.44833
202009.0,753.0,1.0,202009.0,0.0,3.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,159.31297,0.0,0.40584
202016.0,753.0,1.0,202016.0,0.0,4.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,124.47343,0.0,0.24357
202034.0,753.0,1.0,202034.0,0.0,6.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,165.46205,0.0,0.41307
202054.0,753.0,1.0,202054.0,0.0,8.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,142.10787,0.0,0.38972
202063.0,753.0,1.0,202063.0,0.0,3.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,123.96292,0.0,0.23623
202069.0,753.0,1.0,202069.0,0.0,3.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,93.93772,0.0,0.3671
202073.0,753.0,1.0,202073.0,0.0,7.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,0.4482
202088.0,753.0,1.0,202088.0,0.0,8.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,88.47785,0.0,0.22363
202096.0,753.0,1.0,202096.0,0.0,7.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,121.69498,0.0,0.44139
203001.0,803.0,1.0,203001.0,0.0,9.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,136.25745,0.0,0.54194
203009.0,803.0,1.0,203009.0,0.0,6.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,159.31297,0.0,0.56239
203016.0,803.0,1.0,203016.0,0.0,4.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,124.47343,0.0,0.53472
203034.0,803.0,1.0,203034.0,0.0,8.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,165.46205,0.0,0.56962
203054.0,803.0,1.0,203054.0,0.0,4.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,142.10787,0.0,0.5462
203063.0,803.0,1.0,203063.0,0.0,5.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,123.96292,0.0,0.53447
203069.0,803.0,1.0,203069.0,0.0,4.0,23.0,0.0,1.0,1.0,0,0.0,0.0,219.0,219.0,93.93772,0.0,0.96806
203073.0,803.0,1.0,203073.0,0.0,5.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,0.54174
203088.0,803.0,1.0,203088.0,0.0,5.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,88.47785,0.0,0.52251
203096.0,803.0,1.0,203096.0,0.0,5.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,121.69498,0.0,0.53332
301001.0,853.0,1.0,301001.0,0.0,4.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,136.25745,0.0,0.97108
301009.0,853.0,1.0,301009.0,0.0,5.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,159.31297,0.0,0.98996
301016.0,853.0,1.0,301016.0,0.0,3.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,124.47343,0.0,0.9623
301034.0,853.0,1.0,301034.0,0.0,4.0,27.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,165.46205,0.0,0.53545
301054.0,853.0,1.0,301054.0,0.0,5.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,142.10787,0.0,0.9738
301063.0,853.0,1.0,301063.0,0.0,3.0,27.0,0.0,2.0,1.0,0,0.0,0.0,313.0,158.0,123.96292,0.0,1.13401
301069.0,853.0,1.0,301069.0,0.0,6.0,27.0,0.0,0.0,0.0,1,0.0,0.0,312.0,13.0,93.93772,0.0,0.91347
301073.0,853.0,1.0,301073.0,0.0,5.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,0.96933
301088.0,853.0,1.0,301088.0,0.0,8.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,88.47785,0.0,0.95335
301096.0,853.0,1.0,301096.0,0.0,3.0,24.0,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,121.69498,0.0,0.95604
302001.0,903.0,1.0,302001.0,0.0,6.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.25745,0.0,0.23662
302009.0,903.0,1.0,302009.0,0.0,4.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,159.31297,0.0,0.25709
302016.0,903.0,1.0,302016.0,0.0,4.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,124.47343,0.0,0.22944
302034.0,903.0,1.0,302034.0,0.0,8.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,165.46205,0.0,0.26433
302054.0,903.0,1.0,302054.0,0.0,4.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,142.10787,0.0,0.24091
302063.0,903.0,1.0,302063.0,0.0,8.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,123.96292,0.0,0.25214
302069.0,903.0,1.0,302069.0,0.0,9.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,93.93772,0.0,0.21839
302073.0,903.0,1.0,302073.0,0.0,5.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,136.03878,0.0,0.23646
302088.0,903.0,1.0,302088.0,0.0,7.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,88.47785,0.0,0.21725
302096.0,903.0,1.0,302096.0,0.0,4.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.0,121.69498,0.0,0.22802
